Année,Classement,Temps,Nom,Nationnalité,Sexe,Catégory,Index
2016,14,24:22:22,Armando TEIXEIRA,Portugal,Men,40-44,788
2016,15,24:35:08,Juan Jose LARROTCHA,Spain,Men,45-49,-
2016,16,24:39:02,Masatoshi OBARA,Japan,Men,20-34,806
2016,17,25:03:05,Paul GIBLIN,United Kingdom,Men,35-39,-
2016,18,25:03:10,Guillaume PORCHE,France,Men,20-34,760
2016,19,25:12:11,Damian HALL,United Kingdom,Men,40-44,761
2016,20,25:15:40,Caroline CHAVEROT,France,Women,40-44,-
2016,21,25:22:56,Andrea HUSER,Switzerland,Women,40-44,-
2016,22,25:37:33,Ryan SMITH,United Kingdom,Men,35-39,686
2016,23,25:40:32,Ivano MOLIN,Italy,Men,40-44,667
2016,24,25:52:04,Roberto GIL-LOPEZ,Spain,Men,40-44,650
2016,25,25:56:31,Bertrand COLLOMB PATTON,France,Men,40-44,685
2016,26,26:12:43,Sange SHERPA,Nepal,Men,35-39,825
2016,27,26:19:54,Francisco SAEZ-MARQUES,Spain,Men,35-39,451
2016,28,26:24:45,Benjamin DAVID,France,Men,20-34,-
2016,29,26:31:16,Matthias KRAH,Germany,Men,20-34,750
2016,30,26:39:03,Bruno SOUSA,Portugal,Men,20-34,806
2016,30,26:39:03,Telmo VELOSO,Portugal,Men,40-44,557
2016,32,26:40:05,Jean BURNET,France,Men,35-39,-
2016,33,26:49:36,Florian BECKER,France,Men,20-34,-
2016,34,27:04:59,Jay ALDOUS,United States,Men,55-59,567
2016,35,27:08:26,Julian CASTANO,Colombia,Men,20-34,647
2016,36,27:10:22,Stefano RUZZA,Italy,Men,20-34,766
2016,36,27:10:22,Uxue FRAILE-AZPEITIA,Spain,Women,40-44,632
2016,38,27:12:46,Sergi BANERAS-BATLLE,Spain,Men,35-39,659
2016,39,27:37:18,Juliette BLANCHET,France,Women,35-39,612
2016,40,27:39:21,Masazumi FUJIOKA,Japan,Men,45-49,624
2016,41,27:40:55,Patrice PAJEAN,France,Men,40-44,624
2016,42,27:47:10,Ho Chung WONG,"Hong Kong, China",Men,20-34,788
2016,43,28:02:57,Takashi DOI,Japan,Men,35-39,820
2016,44,28:09:30,Alexandre URBINA RUBIO,Spain,Men,20-34,795
2016,45,28:09:38,Aleksei TOLSTENKO,Russia,Men,20-34,859
2016,46,28:14:50,Michael WARDIAN,United States,Men,40-44,703
2016,47,28:14:55,John WROS,United States,Men,20-34,-
2016,48,28:15:23,Nicola BASSI,Italy,Men,20-34,826
2016,49,28:15:38,Patrick WILLCOCK,South Africa,Men,40-44,711
2016,50,28:18:05,Magdalena BOULET,United States,Women,40-44,-
2016,51,28:34:35,Jasmin PARIS,United Kingdom,Women,20-34,696
2016,52,28:37:18,Nicolas BIE,France,Men,35-39,714
2016,53,28:42:54,Rafał JURA,Poland,Men,20-34,729
2016,54,28:47:47,Patrick FRAGNIERE,Switzerland,Men,20-34,-
2016,55,28:54:20,Paquito PIQUERES,Spain,Men,40-44,679
2016,56,28:56:34,Julien BOURGNON,Switzerland,Men,20-34,608
2016,57,28:58:30,Petr KRAL,Czech Republic,Men,20-34,-
2016,58,29:10:58,Julien GERMAIN,France,Men,40-44,545
2016,59,29:11:08,Remi DELILLE,France,Men,20-34,654
2016,60,29:12:35,Xavier GUIU-CASOL,Spain,Men,35-39,-
2016,61,29:13:56,Ildikó WERMESCHER,Germany,Women,50-54,660
2016,62,29:15:06,Yanzhong QIN,China,Men,20-34,706
2016,63,29:16:08,Benoit THIERY,France,Men,20-34,707
2016,64,29:17:41,Kaori NIWA,Japan,Women,40-44,658
2016,65,29:17:55,Matthieu GIRARD,Switzerland,Men,40-44,735
2016,66,29:20:57,Stephane PITAUT,France,Men,40-44,712
2016,67,29:26:31,Ruben ARISTU,Spain,Men,35-39,-
2016,68,29:26:32,Eneko GARDE-RUIZ,Spain,Men,35-39,724
2016,69,29:30:31,Carlton ROWLANDS,United Kingdom,Men,20-34,-
2016,70,29:32:45,Henrik WESTERLIN,Denmark,Men,40-44,726
2016,71,29:38:40,Claude BUET,France,Men,40-44,-
2016,72,29:46:43,Oleksii PROKOPENKO,Ukraine,Men,40-44,-
2016,73,29:47:00,Gabriele SBOARINA,Switzerland,Men,20-34,779
2016,74,29:50:52,Josep PERA VALL,Spain,Men,45-49,-
2016,75,29:52:57,Fabrice COUCHOUD,France,Men,40-44,739
2016,76,29:55:17,David WAMSTER,France,Men,40-44,714
2016,77,29:58:48,David LIESA-HERNANDEZ,Spain,Men,35-39,-
2016,78,30:02:35,Jez BRAGG,United Kingdom,Men,35-39,689
2016,79,30:03:46,Kai LANGEL,Finland,Men,40-44,639
2016,80,30:09:01,Andis RUMBENIEKS,Latvia,Men,35-39,-
2016,81,30:09:31,James HARRIS,United Kingdom,Men,20-34,-
2016,82,30:14:21,Anonymous,France,Men,45-49,
2016,83,30:32:06,Matthew URBANSKI,United States,Men,35-39,671
2016,84,30:33:24,Armin BERNARD,Germany,Men,50-54,-
2016,85,30:34:42,Sergio Luís TEJERO MADRIGAL,Spain,Men,35-39,797
2016,85,30:34:42,Vicente-Tito PARRA HERNANDEZ,Spain,Men,35-39,733
2016,87,30:36:04,Arkaitz LOPEZ DE ARMENTIA,Spain,Men,20-34,677
2016,88,30:39:26,Ander ERICE-TORNARIA,Spain,Men,35-39,781
2016,89,30:42:36,Florian SCHÜTZ,Germany,Men,20-34,473
2016,90,30:42:37,Luca STEGAGNINI,Italy,Men,45-49,652
2016,91,30:44:25,David CABRERA-DUQUE,Spain,Men,35-39,662
2016,92,30:49:19,Bastien BRUAND,France,Men,20-34,580
2016,93,30:50:41,Stephen RENNICK,Australia,Men,35-39,555
2016,94,30:53:10,Eric TANG,Australia,Men,35-39,632
2016,95,30:54:57,Timo MEYER,Germany,Men,35-39,662
2016,96,30:56:19,Travis MATTERN,United States,Men,40-44,547
2016,97,31:00:03,Denise ZIMMERMANN,Switzerland,Women,40-44,651
2016,98,31:05:36,Masahiro TAKEUCHI,Japan,Men,35-39,-
2016,99,31:11:48,Julien MAIRE,France,Men,20-34,645
2016,100,31:17:22,Herve LUCAK,France,Men,45-49,638
2016,101,31:27:24,Thomas GERAIN,France,Men,40-44,-
2016,102,31:28:32,Rui SEQUEIRA,Portugal,Men,35-39,631
2016,103,31:34:18,David CID MENOR,Spain,Men,20-34,586
2016,104,31:39:24,Matthias KNOBLOCH,Germany,Men,35-39,552
2016,105,31:40:52,Gumersindo-Jose ESTEVE-MARTINEZ,Spain,Men,35-39,-
2016,106,31:45:06,Hannes TSCHOFENIG,Austria,Men,40-44,548
2016,107,31:45:34,Luca GUERINI,Italy,Men,50-54,689
2016,108,31:45:35,Claudio CHIARINI,Italy,Men,40-44,736
2016,109,31:46:41,Albert PEREZ-VALERO,Spain,Men,40-44,-
2016,110,31:53:07,Sophie GRANT,United Kingdom,Women,20-34,668
2016,111,31:59:30,Steven MOORE,United States,Men,45-49,-
2016,112,31:59:31,Konrad SWALDEK,Poland,Men,35-39,-
2016,113,32:06:02,Michał LINEK,Poland,Men,40-44,-
2016,114,32:06:37,Louis Christophe MOISSONNIER,France,Men,45-49,655
2016,115,32:08:31,Christophe ROQUES,France,Men,45-49,-
2016,116,32:09:13,Phairat VARASIN,Thailand,Men,20-34,699
2016,117,32:09:41,Javier PUIT JUSTE,Spain,Men,35-39,684
2016,118,32:11:05,Kazufumi OSE,Japan,Men,35-39,805
2016,119,32:11:48,Koji BEPPU,Japan,Men,35-39,700
2016,120,32:13:29,Dan BRONSTEIN,Russia,Men,35-39,512
2016,121,32:15:06,Piero TOFFOLI,Italy,Men,50-54,-
2016,122,32:15:57,Christopher ROBERTS,Australia,Men,40-44,-
2016,123,32:19:06,Jaeduk SIM,South Korea,Men,45-49,749
2016,124,32:22:56,Abris SULYOK,Hungary,Men,20-34,-
2016,125,32:24:05,Thomas FONTHENEAU,France,Men,20-34,-
2016,126,32:24:52,Antoni COLL BERNAT,Spain,Men,35-39,621
2016,127,32:25:02,Jacek SWIDEREK,Poland,Men,40-44,-
2016,128,32:25:42,Jerome GERDIL,France,Men,40-44,518
2016,129,32:26:20,Mark TURNER,United Kingdom,Men,40-44,-
2016,130,32:26:50,Graziana PE,Italy,Women,35-39,605
2016,131,32:32:11,Nicky SPINKS,United Kingdom,Women,45-49,653
2016,132,32:36:22,Susana SIMOES,Portugal,Women,40-44,534
2016,133,32:43:31,Bart JANSSENS,Belgium,Men,35-39,-
2016,134,32:44:40,Jean-Luc FIGUIER,France,Men,45-49,569
2016,135,32:46:13,Andreas NOREN,Sweden,Men,40-44,608
2016,136,32:48:26,Richard STAITE,United Kingdom,Men,45-49,532
2016,137,32:50:54,Jordi NUNEZ VERA,Spain,Men,20-34,-
2016,138,32:53:01,Alex-Cosmin PETRUT (Petrut ALEX COSMIN),Romania,Men,20-34,618
2016,139,32:54:04,Alexis GUERARD,France,Men,20-34,-
2016,140,32:55:11,Mark SHANNON,Ireland,Men,35-39,663
2016,140,32:55:11,Kevin SHANNON,Ireland,Men,20-34,737
2016,142,32:58:13,Jiro TAKIKAWA,Japan,Men,50-54,620
2016,143,32:58:56,Miguel BARASOAIN,Spain,Men,35-39,644
2016,144,32:58:58,Aitor PEREZ-BUENO,Spain,Men,35-39,-
2016,144,32:58:58,Jorge LIRAS-CESAR,Spain,Men,40-44,-
2016,146,32:59:34,Ivan ARRIOLA-ALDAMIZ,Spain,Men,35-39,-
2016,147,33:00:21,Silke KOESTER,United States,Women,20-34,552
2016,148,33:08:11,Johannes STIMPFLE,Germany,Men,20-34,711
2016,149,33:10:53,Santiago ROZAS-EGUREN,Spain,Men,35-39,-
2016,150,33:13:40,David DORADO-MOLINERO,Spain,Men,40-44,-
2016,151,33:14:34,Pierre BESSON,France,Men,20-34,560
2016,152,33:16:15,Tony TRAVERSO,France,Men,40-44,-
2016,153,33:16:30,Sebastien COMTE,France,Men,35-39,504
2016,154,33:19:11,Christophe ROUPIE,France,Men,40-44,624
2016,155,33:22:24,Matthieu BOUFFETEAU,France,Men,20-34,638
2016,156,33:22:25,Guillaume BLANDIN,France,Men,20-34,647
2016,157,33:22:40,Ibon HURTADO,Spain,Men,20-34,-
2016,158,33:22:56,Alessandro RONCATO,Italy,Men,35-39,727
2016,159,33:22:58,Emanuele LUDOVISI,Italy,Men,20-34,785
2016,160,33:23:23,Dominique ENGEL,France,Men,50-54,604
2016,161,33:25:21,Christophe MANSSENS,France,Men,20-34,-
2016,162,33:43:30,Sławek KONOPKA,Poland,Men,40-44,-
2016,163,33:44:25,Adam HETMANSKI,Germany,Men,45-49,630
2016,164,33:45:42,Nicolas NACHER,France,Men,35-39,537
2016,165,33:46:13,Janis VISKERS,Latvia,Men,40-44,551
2016,166,33:47:13,Renli LI,China,Men,35-39,-
2016,167,33:50:17,Mike PRINCE,United Kingdom,Men,45-49,469
2016,168,33:51:24,Anssi AUVINEN,Finland,Men,35-39,-
2016,169,33:53:10,Goran MODRUSAN,Croatia,Men,35-39,-
2016,170,33:53:45,Albert VILARDELL GRAELLS,Spain,Men,40-44,641
2016,171,33:53:47,Anonymous,Spain,Men,40-44,
2016,172,33:53:50,Jordi BES,Spain,Men,40-44,774
2016,173,33:56:11,Johan GUSTAFSSON,Sweden,Men,40-44,-
2016,174,33:56:28,Marie MCNAUGHTON,New Zealand,Women,40-44,-
2016,174,33:56:28,John ELLIS,Australia,Men,35-39,763
2016,174,33:56:28,Chad LASATER,United States,Men,40-44,685
2016,177,33:57:59,Jean BROWN,United Kingdom,Women,45-49,529
2016,178,33:58:15,Bart EIGENHUIS,Netherlands,Men,45-49,503
2016,179,34:04:20,Johannes PARKKONEN,Finland,Men,40-44,554
2016,180,34:05:44,Yanxing MA,China,Women,35-39,-
2016,181,34:09:35,Yannick MAURIN,France,Men,40-44,742
2016,182,34:12:47,Tetsuo KISO,Japan,Men,45-49,634
2016,183,34:12:55,Irene KINNEGIM,Netherlands,Women,40-44,513
2016,184,34:16:43,Chris BAYNHAM-HUGHES,United Kingdom,Men,40-44,-
2016,185,34:25:16,Pirin GALOV,Bulgaria,Men,40-44,726
2016,186,34:31:02,Alicia CHAVELI,Spain,Women,40-44,577
2016,187,34:31:32,Romain SOPHYS,France,Men,35-39,758
2016,188,34:31:44,Thomas PIERUCCI,France,Men,35-39,546
2016,189,34:38:00,Fernando DE SAMANIEGO-STETA,Mexico,Men,20-34,599
2016,190,34:39:45,Tiejun LI,China,Men,40-44,512
2016,191,34:39:49,Carol MORGAN,Ireland,Women,40-44,598
2016,192,34:42:16,Adrien SCHLUCHTER,Switzerland,Men,60-64,505
2016,193,34:43:09,Joe WILLIAMS,United Kingdom,Men,20-34,-
2016,194,34:46:28,Massimo REGAZZONI,Italy,Men,45-49,-
2016,195,34:47:10,Gorka MATEO-CHINCHILLA,Spain,Men,20-34,-
2016,196,34:47:15,Rafael CABANILLAS CARRILLO,Spain,Men,20-34,595
2016,197,34:52:16,Takumi ITOU,Japan,Men,35-39,-
2016,198,34:53:52,Franck SALAMAND,France,Men,45-49,532
2016,199,34:54:31,Julien BARILLEAU,France,Men,20-34,501
2016,200,34:55:24,Franck TACK,France,Men,35-39,607
2016,201,34:55:39,Manuel LEON-JIMENEZ,Spain,Men,35-39,-
2016,202,34:57:57,Antonio BONETTI,Italy,Men,20-34,632
2016,203,34:58:09,Grzegorz POZAK,Poland,Men,35-39,627
2016,204,34:58:34,Benoit LETOURNEAU,Canada,Men,45-49,-
2016,205,34:59:19,Philippe MEDARD,France,Men,50-54,625
2016,206,34:59:41,Nathanael TAMAILLON,France,Men,20-34,-
2016,207,35:00:36,Damien DRUTEL,France,Men,45-49,623
2016,208,35:01:22,Dani RODRIGUEZ,Spain,Men,20-34,586
2016,209,35:03:56,Angels LLOBERA,Spain,Women,35-39,672
2016,210,35:04:52,Evan KIMBER,United States,Men,35-39,564
2016,211,35:06:12,Luca MESSINA,Italy,Men,55-59,-
2016,212,35:08:42,Damien BAUDRAS,France,Men,35-39,618
2016,213,35:10:50,Markus JUVALA,Finland,Men,40-44,602
2016,214,35:12:36,Carlos VICENTE,Spain,Men,40-44,680
2016,215,35:12:52,Regis ADNET,France,Men,40-44,-
2016,216,35:13:39,Christophe THOMAS,Belgium,Men,40-44,612
2016,217,35:14:33,Guan-Jun CHEN,China,Men,20-34,525
2016,218,35:15:07,Matej ARNUS,Slovenia,Men,35-39,-
2016,219,35:15:10,Cyrille BERTHE,France,Men,40-44,515
2016,220,35:16:36,Marc STABILE,France,Men,45-49,491
2016,221,35:17:24,Gia MADOLE,United States,Women,35-39,-
2016,222,35:18:18,David CAILLET,France,Men,35-39,666
2016,223,35:19:08,Francesc BASACOMA,Spain,Men,40-44,550
2016,224,35:19:31,Pierre-Henry COPPERE,France,Men,20-34,541
2016,225,35:21:46,Kenneth HANNING,Denmark,Men,40-44,-
2015,1,21:09:15,Xavier THEVENARD,France,Men,20-34,-
2015,2,21:57:17,Luís Alberto HERNANDO ALZAGA,Spain,Men,35-39,821
2015,3,21:59:42,David LANEY,United States,Men,20-34,844
2015,4,22:00:10,Seth SWANSON,United States,Men,35-39,777
2015,5,22:28:26,Fabien ANTOLINOS,France,Men,35-39,780
2015,6,22:45:28,Erik CLAVERY,France,Men,35-39,721
2015,7,22:53:23,Francesc SOLE,Spain,Men,20-34,552
2015,8,23:10:07,Ryan SMITH,United Kingdom,Men,35-39,686
2015,9,23:44:53,Alexandre MAYER,France,Men,35-39,688
2015,10,24:10:54,Piotr HERCOG,Poland,Men,35-39,-
2015,11,24:21:11,Takashi DOI,Japan,Men,20-34,820
2015,12,24:32:11,Jordi GAMITO BAUS,Spain,Men,20-34,842
2015,13,24:38:37,Ion AZPIROZ AZPIROZ,Spain,Men,35-39,-
2015,14,24:40:19,Juan Maria JIMENEZ LLORENS,Spain,Men,20-34,759
2015,15,24:42:20,John TIDD,Spain,Men,50-54,687
2015,16,24:49:28,Ronan MOALIC,France,Men,40-44,-
2015,17,24:56:25,Siu Keung TSANG,"Hong Kong, China",Men,35-39,746
2015,18,25:08:49,Armando TEIXEIRA,Portugal,Men,40-44,788
2015,19,25:15:33,Nathalie MAUCLAIR,France,Women,45-49,567
2015,20,25:41:52,Jordi CASADELLA,Spain,Men,35-39,696
2015,21,25:41:53,Gerard MORALES,Spain,Men,40-44,741
2015,22,25:43:26,Majell BACKHAUSEN,Australia,Men,20-34,742
2015,23,25:55:25,Andrea MACCHI,Italy,Men,20-34,811
2015,24,25:56:54,Mathieu MOTSCH,France,Men,40-44,637
2015,25,26:01:36,Kim COLLISON,United Kingdom,Men,35-39,778
2015,26,26:03:53,Davide GRAZIELLI,Italy,Men,40-44,624
2015,27,26:14:02,Renaud ROUANET,France,Men,35-39,773
2015,28,26:15:00,Ivano MOLIN,Italy,Men,40-44,667
2015,29,26:29:33,Julien RIZZOTTO,France,Men,35-39,709
2015,30,26:29:35,Uxue FRAILE-AZPEITIA,Spain,Women,40-44,632
2015,31,26:41:46,Damian HALL,United Kingdom,Men,40-44,761
2015,32,26:54:15,Florian GRASEL,Austria,Men,20-34,827
2015,33,26:54:17,Matthias DIPPACHER,Germany,Men,35-39,686
2015,34,26:54:53,Kirill RUSIN,Russia,Men,20-34,-
2015,35,26:56:48,Kamil LESNIAK,Poland,Men,20-34,844
2015,36,27:03:53,Anton VENCELJ,Slovenia,Men,40-44,616
2015,37,27:10:07,Zigor ALBERDI-EZENARRO,Spain,Men,20-34,-
2015,38,27:20:47,Jean-Michel TERME,France,Men,20-34,-
2015,39,27:27:50,Pau VIVES-XIOL,Spain,Men,40-44,-
2015,40,27:28:40,Daniel BIOLLAZ,France,Men,45-49,-
2015,41,27:33:51,Denise ZIMMERMANN,Switzerland,Women,40-44,651
2015,42,27:37:22,Luis-Carlos MACIAS-PEREZ,Spain,Men,40-44,-
2015,43,27:37:41,Krystian OGLY,Poland,Men,35-39,625
2015,44,27:39:36,Silvia Ainhoa TRIGUEROS GARROTE,Spain,Women,35-39,686
2015,45,27:43:26,Alfredo AQUINO,Argentina,Men,20-34,-
2015,46,27:46:06,Sylvain CAMUS,France,Men,20-34,814
2015,47,27:46:07,Sebastien CAMUS,France,Men,35-39,820
2015,48,27:48:05,Richard ASHTON,United Kingdom,Men,20-34,491
2015,49,27:49:18,Christian MODENA,Italy,Men,20-34,815
2015,50,27:51:25,Johan MALARD,France,Men,40-44,660
2015,51,28:00:33,Jean-Hugo HOARAU,France,Men,20-34,-
2015,52,28:06:03,Marco BETHAZ,Italy,Men,50-54,711
2015,53,28:07:57,Takuro OHSHIMA,Japan,Men,35-39,-
2015,54,28:11:39,Eugen INNERKOFLER,Italy,Men,50-54,-
2015,55,28:14:45,Marc TOUBIN,France,Men,40-44,646
2015,56,28:18:35,Sylvain ARNAUD,France,Men,35-39,-
2015,57,28:21:20,Omar VALLE SANCHEZ,Spain,Men,40-44,658
2015,58,28:32:39,Miguel-Angel MUDARRA-SANCHEZ,Spain,Men,45-49,660
2015,59,28:37:10,Joe GRANT,United States,Men,20-34,-
2015,60,28:38:30,Darcy PICEU AFRICA,United States,Women,40-44,506
2015,61,28:39:55,Jean-François BOMBENGER,France,Men,35-39,655
2015,62,28:40:47,Luciana MORETTI,Argentina,Women,35-39,-
2015,63,28:41:13,Rui PACHECO,Portugal,Men,35-39,-
2015,64,28:48:45,Antonio MORENO-ORTIZ,Spain,Men,45-49,-
2015,65,28:52:12,Joachim PELLISSIER,Switzerland,Men,35-39,-
2015,66,28:59:46,Marcin PAWLOWSKI,Poland,Men,20-34,732
2015,67,29:00:52,Benoit THIERY,France,Men,20-34,707
2015,68,29:01:03,Jesse HAYNES,United States,Men,40-44,-
2015,69,29:08:00,Michael JONES,United Kingdom,Men,20-34,611
2015,70,29:10:15,Patrick FREI,Switzerland,Men,40-44,655
2015,71,29:16:26,Anthony DAVIES,United Kingdom,Men,50-54,482
2015,72,29:23:17,Jens LUKAS,Germany,Men,45-49,571
2015,73,29:23:43,Emir GRAIRI,Tunisia,Men,20-34,779
2015,74,29:23:50,Thierry OVERNEY,Switzerland,Men,40-44,723
2015,75,29:24:09,Pedro BIANCO,Argentina,Men,35-39,-
2015,76,29:24:49,Sebastian FUCHS,Germany,Men,20-34,-
2015,77,29:25:04,Ioannis KOURKOURIKIS,Greece,Men,40-44,679
2015,78,29:25:45,Dominic GROSSMAN,United States,Men,20-34,594
2015,79,29:25:59,Xabier GARATE-AYESTARAN,Spain,Men,20-34,-
2015,80,29:27:01,Sven VETTER,Germany,Men,35-39,-
2015,81,29:27:03,Franck DECHELETTE,France,Men,40-44,612
2015,82,29:28:34,Adrian SANTIAGO-ANDRES,Spain,Men,40-44,-
2015,83,29:30:45,Julien DESCHAMPS,France,Men,35-39,-
2015,84,29:35:42,Galen REYNOLDS,Canada,Men,20-34,799
2015,85,29:37:38,Eric LEE,United States,Men,20-34,-
2015,85,29:37:38,Alister GARDNER,Canada,Men,35-39,728
2015,87,29:38:15,Sam MAFFETT,Australia,Men,40-44,-
2015,88,29:40:11,Bernadette BENSON,Australia,Women,45-49,568
2015,89,29:40:55,Carles SANCHEZ CASALS,Spain,Men,40-44,697
2015,90,29:45:21,Remi VOISIN,France,Men,20-34,662
2015,91,29:47:14,Oleksii PROKOPENKO,Ukraine,Men,40-44,-
2015,92,29:49:14,Clement DUMONT,France,Men,35-39,650
2015,93,29:49:17,Michael ORMISTON,Australia,Men,40-44,705
2015,94,29:50:26,Zach VIOLETT,United States,Men,20-34,754
2015,95,29:51:20,Fabien NELIN,France,Men,35-39,502
2015,96,29:53:59,Gianluca ANTONELLI,Italy,Men,40-44,-
2015,97,29:54:29,Tetsuaki NOMOTO,Japan,Men,40-44,-
2015,98,29:54:37,Kazufumi OSE,Japan,Men,20-34,805
2015,99,29:57:41,Thomas BEIRNAERT,Belgium,Men,35-39,608
2015,100,30:02:05,Elov OLSSON,Sweden,Men,20-34,814
2015,101,30:02:57,Matthew WILLIAMSON,United Kingdom,Men,35-39,647
2015,102,30:02:59,Bartosz PARDELA,Poland,Men,20-34,667
2015,103,30:09:12,Benoit CRETIEN,France,Men,20-34,-
2015,104,30:13:51,Wim BASTIAENS,Belgium,Men,35-39,615
2015,105,30:16:16,Boris CAPELLE,France,Men,20-34,426
2015,106,30:16:28,Stephanie HOWE,United States,Women,20-34,653
2015,107,30:16:51,Charles MUZELLE,France,Men,40-44,620
2015,108,30:17:01,Melanie ROUSSET,France,Women,35-39,657
2015,109,30:19:21,Manuela VILASECA,Brazil,Women,35-39,641
2015,110,30:23:14,Tomaso MAZZOLI,Italy,Men,40-44,-
2015,111,30:23:15,Pascal LERAY,France,Men,40-44,-
2015,112,30:24:52,Laurent DIOT,France,Men,40-44,604
2015,113,30:25:13,Etienne ZURFLUH,France,Men,40-44,663
2015,114,30:26:44,Daniel HERNANDO-CALLEJA,Spain,Men,35-39,-
2015,115,30:26:49,Ross LITHERLAND,United Kingdom,Men,40-44,518
2015,116,30:30:58,Riccardo DE GAETANO,Italy,Men,20-34,-
2015,117,30:31:46,Yann LEFRANCOIS,France,Men,35-39,691
2015,118,30:35:16,Matthias FORESTIER,France,Men,20-34,-
2015,119,30:36:18,Chase PARNELL,United States,Men,20-34,712
2015,120,30:42:16,Frederic ASCONE,France,Men,35-39,685
2015,121,30:42:48,Marc METAIREAU,France,Men,45-49,563
2015,122,30:43:16,Alfred PSENNER,Italy,Men,45-49,657
2015,123,30:43:28,Igor KIRSIC,Croatia,Men,20-34,614
2015,124,30:45:22,Jennifer BOOCOCK,Australia,Women,20-34,-
2015,125,30:47:48,Sylvain LAUR,France,Men,45-49,-
2015,126,30:51:07,Mikhail KOZYR,Russia,Men,20-34,-
2015,127,30:51:44,Masazumi FUJIOKA,Japan,Men,40-44,624
2015,128,30:52:52,Benoit FAYARD,France,Men,20-34,590
2015,129,31:01:29,Sophie GRANT,United Kingdom,Women,20-34,668
2015,130,31:05:56,Ivan BOUDAY,France,Men,35-39,630
2015,131,31:08:22,Christoffer ERIKSSON,Sweden,Men,20-34,-
2015,132,31:08:46,Billy REED,United Kingdom,Men,50-54,648
2015,133,31:12:24,Domingo RUIZ VELEZ,Spain,Men,40-44,607
2015,134,31:17:29,Constantin PADE,Germany,Men,20-34,-
2015,135,31:21:43,Nicole KALOGEROPOULOS,United States,Women,20-34,-
2015,136,31:23:12,Stephane DESSILLA,France,Men,35-39,624
2015,137,31:25:38,Fernando DE SAMANIEGO-STETA,Mexico,Men,20-34,599
2015,138,31:26:45,Sebastien CADEAU-BELLIARD,France,Men,35-39,582
2015,139,31:27:31,Alberto FIDALGO,Spain,Men,40-44,-
2015,140,31:27:55,Ori GUR-ARI,Israel,Men,20-34,-
2015,141,31:29:12,Stephane FLOURY,France,Men,40-44,615
2015,142,31:34:15,Bruno TOAMAIN,France,Men,40-44,570
2015,143,31:35:58,Eric ROBERT,France,Men,40-44,623
2015,144,31:36:56,Christophe AUFFRET,France,Men,40-44,-
2015,145,31:39:35,Matthew GOULDEN,Canada,Men,20-34,-
2015,145,31:39:35,Denise BOURASSA,United States,Women,45-49,597
2015,147,31:41:03,Jérôme LEBEAU,France,Men,40-44,663
2015,148,31:41:07,Olivier COMAU,France,Men,35-39,584
2015,149,31:41:10,Bruno CHARPENTIER,France,Men,40-44,507
2015,150,31:48:43,Pascal BESSIN,France,Men,45-49,578
2015,151,31:49:50,Reinhold SCHAGER,Austria,Men,40-44,-
2015,152,31:51:36,Quentin GLORIEUX,France,Men,20-34,-
2015,153,31:51:37,Matthias LEHMANN,Switzerland,Men,35-39,-
2015,154,31:52:38,Mario ORTIZ-FABREGAS,Spain,Men,20-34,-
2015,155,31:52:43,Laurent OLLU,France,Men,45-49,568
2015,156,31:53:04,Ludovic TRABUCHET,France,Men,35-39,582
2015,157,31:56:20,Guillaume VILA,France,Men,35-39,629
2015,158,31:56:21,Fabrice HEDDE,France,Men,35-39,589
2015,159,31:57:22,Jean-Pascal BUCHE,Belgium,Men,40-44,525
2015,160,31:59:06,Rafael GAMERO RODRIGUEZ,Spain,Men,35-39,654
2015,161,32:01:59,Wai Kin CHAU,China,Men,40-44,-
2015,162,32:03:48,Bernat PERRAMON-RAMOS,Spain,Men,35-39,-
2015,163,32:03:59,Francois OLLIVIER,France,Men,35-39,-
2015,164,32:04:59,Jean Claude GUITON,France,Men,45-49,629
2015,165,32:06:55,Florian PASSAQUAY,France,Men,20-34,677
2015,166,32:09:36,Franck DESPERT,France,Men,40-44,-
2015,167,32:15:41,Mathieu MAZERAND,France,Men,40-44,-
2015,168,32:15:58,Juan José LLEDÓ-GOMIS,Spain,Men,40-44,-
2015,169,32:16:13,Nuno ROCHA,Portugal,Men,35-39,644
2015,170,32:17:13,Enric CARRERAS-DORCA,Spain,Men,35-39,615
2015,171,32:18:14,David HARRISON,United Kingdom,Men,50-54,531
2015,172,32:18:53,Michal STEHLIK,Slovakia,Men,20-34,-
2015,173,32:20:33,Alexandre BRIOT,France,Men,35-39,575
2015,174,32:20:34,Julien NOIRY,France,Men,35-39,-
2015,175,32:22:50,Duje LEKSIC,Croatia,Men,20-34,-
2015,176,32:23:39,Alois LEITNER,Austria,Men,50-54,-
2015,177,32:24:33,Emmanuel VERRIERE,France,Men,45-49,575
2015,178,32:25:07,Teun GEURTS,Netherlands,Men,35-39,-
2015,179,32:27:00,Laurent SCHRAM,France,Men,40-44,628
2015,180,32:27:30,Michael SCHMIDT,Germany,Men,45-49,539
2015,181,32:28:00,Jean-Remi COLLIGNON,France,Men,20-34,663
2015,182,32:29:00,Emmanuel BARRANGER,France,Men,45-49,481
2015,183,32:33:17,Sylvain RICHARD,France,Men,20-34,533
2015,184,32:34:11,Jacky ACHARD,France,Men,35-39,607
2015,185,32:34:18,Charlie SHARPE,United Kingdom,Men,20-34,-
