Race UID,year,Race Title,N Participants,Race Category,Distance,Elevation Gain,Mean Finish Time,Winning Time,Last Time,N DNF,N Women,N Countries
10219,2017,Ultra Trail Mt. Bogda 2017 - 168km,11,100M,161.8,8400.0,55.6789,47.9667,59.5508,0,1,2
1022,2014,Oh Meu Deus 2014 - K100+,21,100K,101.5,4802.0,19.0905,13.6667,25.6,0,2,2
1022,2015,Oh Meu Deus 2015 - K100+,37,100K,104.5,3790.0,21.7727,17.0264,26.41,0,4,2
1022,2016,Oh Meu Deus 2016 - K100+,45,100K,105.2,4800.0,21.9558,14.6497,28.4194,0,4,4
1022,2017,Oh Meu Deus 2017 - K100+,53,100K,106.8,4790.0,20.7063,13.7317,27.85,0,3,3
1022,2018,Oh Meu Deus 2018 - K100+,70,100K,92.5,3760.0,15.4739,9.9139,20.6769,0,7,3
1022,2019,Oh Meu Deus 2019 - K100+,76,100K,111.8,5000.0,20.2496,13.3061,27.3619,0,10,6
1022,2021,Oh Meu Deus 2021 - K100+,73,100K,98.2,4310.0,18.9552,13.2661,24.1194,0,5,3
1022,2022,Oh Meu Deus 2022 - K100+,85,100K,99.8,5770.0,21.0076,0.0,30.4114,43,10,3
1022,2023,Oh Meu Deus 2023 - K100+,59,100K,99.8,5770.0,20.1115,13.4458,27.2119,0,4,5
10221,2017,LG TRAIL 2017 - LG Half Duo,14,50K,54.8,1570.0,7.6002,6.0622,8.7536,0,4,2
10223,2017,VIA ROMANA 2017 - Trail Decouverte,195,-,11.6,660.0,1.8725,0.0,2.9928,13,49,4
10225,2017,TRAIL CHALLENGE LONGJI TERRACES 2017 - 51k,93,50K,51.3,2740.0,10.9755,6.5167,14.6,0,16,4
10225,2018,LONG JI TERRACES ULTRA TRAIL RUNNING RACE 2018 - 50K,273,50K,50.8,2960.0,11.9524,6.5683,15.7278,0,61,4
10227,2017,TRAIL CHALLENGE LONGJI TERRACES 2017 - 51K TEAM,24,50K,51.3,2740.0,11.0487,8.5058,13.7547,0,12,1
10229,2017,TRAIL CHALLENGE LONGJI TERRACES 2017 - 28k,158,20K,28.1,1730.0,7.1073,4.0256,9.6786,0,44,2
10229,2018,LONG JI TERRACES ULTRA TRAIL RUNNING RACE 2018 - 30K,471,50K,31.7,2330.0,9.1905,4.2194,11.8975,0,136,4
10229,2019,LONG JI TERRACES TRAIL RUNING RACE 2019 - 30K,356,20K,28.4,1860.0,6.9558,3.6272,10.2189,0,129,3
10229,2020,LONG JI ULTRA TRAIL RUNING RACE 2020 - 30K,498,50K,29.9,2060.0,7.483,3.9761,9.4933,0,172,6
1023,2014,Matterhorn Cervino Xtrail 2014 - 55 Km,165,50K,56.0,3644.0,9.249,5.5781,13.4547,0,18,7
1023,2015,Matterhorn Cervino Xtrail 2015 - 55 Km,231,50K,53.0,4134.0,10.544,6.4706,13.7731,0,25,7
1023,2016,Matterhorn Cervino Xtrail 2016 - 55 Km,174,50K,57.1,4000.0,10.599,6.3453,14.6378,0,21,6
1023,2017,Matterhorn Cervino Xtrail 2017 - 60 Km,127,50K,60.0,3900.0,11.3717,7.1378,14.1772,0,12,7
1023,2018,Matterhorn Cervino Xtrail 2018 - 55 Km,123,50K,53.8,3460.0,10.2365,6.6317,13.8694,0,20,6
10231,2017,Ultra Terres De Lleida 2017 - Half Ultral Terres de Lleida 50km 2900+,45,50K,50.3,2940.0,9.1085,5.8256,12.575,0,7,1
10231,2019,Marató Terres De Lleida 2019 - Mitja MTDL ,71,20K,23.7,1180.0,3.8682,2.3208,5.4589,0,10,2
10233,2017,İda Ultra 2017 - Run Zeus,156,50K,36.3,1440.0,5.253,3.4303,6.6467,0,26,5
10233,2018,İda Ultra 2018 2018 - Run Zeus,223,50K,36.3,1440.0,5.3497,3.3969,6.9811,0,59,8
10233,2019,İda Ultra 2019 - Run Zeus,292,50K,36.2,1480.0,5.2843,3.2603,7.1047,0,60,9
10233,2021,IDA ULTRA 2021 - Run Zeus,418,50K,36.0,1640.0,5.2357,0.0,7.3872,23,102,8
10235,2017,İda Ultra 2017 - Ida Ultra,33,100K,94.5,3400.0,14.5838,10.6181,16.9997,0,3,1
10237,2017,Youzhou100 Ultra-Trail® Challenge 2017 - 50KM,80,50K,51.0,2380.0,10.3772,5.9303,11.9931,0,18,1
10237,2018,Youzhou100 Ultra-Trail® Challenge 2018 - 50KM,109,50K,54.0,2520.0,11.2869,6.2764,14.305,0,26,6
10237,2019,Youzhou100 Ultra-Trail® Challenge 2019 - 56KM,236,50K,56.3,2883.0,11.82,7.2992,13.9997,0,63,9
10237,2020,Youzhou100 Ultra-Trail® Challenge 2020 - 61KM,291,50K,60.7,2550.0,13.1482,7.9342,14.9997,0,75,2
10239,2017,Youzhou100 Ultra-Trail® Challenge 2017 - 100KM,87,100K,105.9,5260.0,26.1464,14.5694,29.9997,0,14,1
10239,2018,Youzhou100 Ultra-Trail® Challenge 2018 - 100KM,101,100K,102.9,4450.0,23.6108,14.5994,29.6708,0,17,4
1024,2014,Centurion North Downs Way 100 2014,110,100M,173.5,2460.0,26.0238,17.07,29.9075,0,13,16
1024,2015,Centurion North Downs Way 100 2015,137,100M,170.2,3490.0,25.5637,18.0333,29.8056,0,26,14
1024,2016,Centurion North Downs Way 100 2016,153,100M,170.2,3490.0,25.7373,16.7725,29.855,0,22,13
1024,2017,Centurion North Downs Way 100 2017,147,100M,170.2,3490.0,25.9592,16.6586,29.8958,0,19,11
1024,2018,Centurion North Downs Way 100 2018,151,100M,168.0,3420.0,26.169,17.3561,29.7542,0,27,11
1024,2019,Centurion North Downs Way 100 2019,188,100M,168.0,3420.0,25.5884,15.3114,29.7228,0,28,15
1024,2020,Centurion North Downs Way 100 2020,107,100M,168.2,3440.0,26.6046,19.5575,29.9347,0,15,7
1024,2021,Centurion North Downs Way 100 2021,111,100M,165.2,3130.0,26.4053,16.5797,29.9792,0,19,9
1024,2022,Centurion North Downs Way 100 2022,151,100M,165.2,3130.0,25.9576,16.8831,29.9311,0,29,16
1024,2023,Centurion North Downs Way 100 2023,135,100M,167.0,3350.0,25.4989,17.1222,29.9231,0,21,12
10245,2017,AndeTrail 2017 - AndeTrail Vertical,31,20K,6.7,1500.0,2.1444,1.2,3.5342,0,3,4
10247,2018,Trail Carlac 2018 - Montlude SkyMarathon,32,50K,43.0,4100.0,7.8891,5.1681,9.8064,0,1,2
1025,2014,Centurion North Downs Way 50 2014,172,50K,81.7,1776.0,10.5884,7.0867,13.4947,0,28,11
1025,2015,Centurion North Downs Way 50 2015,206,50K,81.0,1495.0,10.603,6.7292,13.0025,0,35,13
1025,2016,Centurion North Downs Way 50 2016,199,100K,82.1,2064.0,10.4362,6.9592,12.9844,0,43,8
1025,2017,Centurion North Downs Way 50 2017,221,100K,82.0,2080.0,10.4877,6.6242,12.9,0,49,10
1025,2018,Centurion North Downs Way 50 2018,234,50K,82.2,1430.0,10.6582,6.7675,12.9722,0,59,14
1025,2019,Centurion North Downs Way 50 2019,236,50K,83.9,1560.0,10.4305,6.7989,12.9614,0,49,9
1025,2021,Centurion North Downs Way 50 2021,268,50K,81.5,1540.0,10.5743,6.6153,12.9114,0,62,17
1025,2022,Centurion North Downs Way 50 2022,235,50K,81.5,1540.0,10.8147,6.9189,12.9181,0,58,16
1025,2023,Centurion North Downs Way 50 2023,317,50K,81.5,1540.0,10.7235,6.5597,12.9903,0,69,15
10251,2018,El Origen 2018 - El Origen 50,143,50K,72.4,3430.0,9.861,5.9297,18.3447,0,85,4
10251,2019,El Origen 2019 - El Origen 60,31,50K,72.5,3440.0,10.3014,3.8542,17.1389,0,14,2
10253,2018,El Origen 2018 - El Origen 100,312,50K,101.0,4940.0,16.9696,8.8825,27.3022,0,144,5
10253,2019,El Origen 2019 - El Origen 100,36,50K,100.2,4500.0,14.5149,7.8742,22.3019,0,13,2
10255,2017,fujian five tigers trail 2017,70,50K,48.9,2560.0,8.4988,5.0131,10.93,0,15,2
10255,2018,fujian five tigers trail 2018 - fujian five tigers trail ,72,50K,48.7,2280.0,8.7988,5.1492,10.9886,0,18,1
10255,2019,Fujian Five Tigers Trail 2019,226,50K,48.5,2290.0,9.0452,4.3808,11.5142,0,55,1
10255,2020,Fujian Five Tigers Trail 2020,266,50K,49.4,2380.0,8.8453,4.4203,10.9858,0,66,1
10257,2017,Orjenski Đir 2017 - 28km,64,20K,20.0,690.0,2.2683,1.5672,3.2667,0,16,6
10257,2018,Orjenski Đir 2018 - Veliki Đir 28km,55,20K,28.1,2080.0,6.2497,0.0,7.9942,9,11,7
1026,2014,Centurion Thames Path 100 2014,147,100M,161.0,1600.0,23.4314,16.6369,27.9744,0,24,12
1026,2015,Centurion Thames Path 100 2015,182,100M,161.0,1600.0,23.7294,16.5864,27.8567,0,23,13
1026,2016,Centurion Thames Path 100 2016,207,100M,166.9,1532.0,23.3476,14.165,27.9072,0,24,13
1026,2017,Centurion Thames Path 100 2017,208,100M,160.7,1880.0,23.5961,14.9647,27.7389,0,33,17
1026,2018,Centurion Thames Path 100 2018,182,100M,161.2,3210.0,24.1233,15.8236,27.8472,0,31,10
1026,2019,Centurion Thames Path 100 2019,225,100M,161.3,3160.0,23.4913,14.6069,27.7306,0,41,19
1026,2020,Centurion Thames Path 100 2020,183,100M,161.3,3160.0,23.1064,14.2278,27.5056,0,25,13
1026,2021,Centurion Thames Path 100 2021,188,100M,161.3,3210.0,23.2249,13.7283,27.51,0,23,14
1026,2022,Centurion Thames Path 100 2022,203,100M,161.3,3210.0,23.5392,13.9939,27.8961,0,42,20
1026,2023,Centurion Thames Path 100 2023,208,100M,161.3,3210.0,24.1185,14.305,27.7611,0,39,21
1026,2024,Centurion Thames Path 100 2024,293,100M,161.3,3210.0,24.9716,0.0,28.8472,107,39,22
10261,2017,Sky View Trail Yamada Noboru 2017 - SKY VIEW TRAIL 70 ,268,100K,74.6,4520.0,17.8461,0.0,23.7211,26,42,3
10261,2018,Sky View Trail Yamada Noboru 2018 - 70,266,100K,74.8,4430.0,17.379,9.3453,23.915,0,52,5
10261,2019,Sky View Trail Yamada Noboru 2019 - 70,494,100K,74.8,4430.0,17.7163,9.7644,23.9072,0,108,4
10261,2023,Sky View Trail 2023 - Sky View Trail 80,468,100K,80.0,4640.0,17.5172,0.0,23.7125,92,72,5
10265,2015,Sky View Ultra-Trail Yamada Noboru 2015 - 30 Km,195,50K,37.1,1849.0,6.0586,3.5269,10.2128,0,37,1
10265,2016,Sky View Trail Yamada Noboru 2016 - SKY VIEW TRAIL 30,180,20K,31.1,1290.0,5.3706,2.7819,8.1958,0,28,2
10265,2017,Sky View Trail Yamada Noboru 2017 - Sky View Trail 30,188,20K,31.1,1400.0,5.1482,0.0,7.4506,1,26,5
10265,2018,Sky View Trail Yamada Noboru 2018 - 30,248,20K,31.1,1360.0,5.5061,2.8231,8.1344,0,46,3
10265,2019,Sky View Trail Yamada Noboru 2019 - 30,374,50K,32.7,1780.0,5.5274,2.7778,8.7836,0,86,4
10267,2018,6th Elton Volgabus Ultra-Trail® 2018 - Night Race 82 km,135,50K,81.8,660.0,9.2908,5.9289,10.9756,0,26,5
10267,2019,ELTON ULTRA 2019 - Night Ultra,149,50K,84.0,670.0,9.6425,6.165,10.9361,0,36,3
10269,2017,Mountain Range 50 2017,183,50K,48.0,2400.0,9.8856,5.4739,13.9594,0,36,18
10269,2018,Mountain Range 50 2018 - 50K,306,50K,51.2,2730.0,10.3917,0.0,13.8975,27,78,15
10269,2019,Mountain Range Shatin 50 2019 - 50k,320,50K,51.9,2740.0,10.4451,0.0,13.7419,49,78,12
1027,2014,Hardmoors 2014 - 60 Mi,88,100K,104.0,3150.0,14.2656,9.4694,17.1819,0,17,4
1027,2015,Hardmoors 2015 - 60 Mi,161,100K,103.6,3150.0,15.0371,10.0639,18.4233,0,37,9
1027,2016,Hardmoors 2016 - 60 Mi,196,100K,102.9,2000.0,14.9983,9.1569,20.7389,0,45,7
1027,2017,Hardmoors 2017 - 60 M,163,100K,102.9,2000.0,15.4465,0.0,21.25,1,42,4
1027,2018,Hardmoors 2018 - 60 M,188,100K,102.9,2190.0,15.393,9.3367,20.1106,0,52,6
1027,2019,Hardmoors 2019 - 60 M,210,100K,103.1,2300.0,15.4657,10.5311,18.7472,0,57,4
1027,2020,Hardmoors 2020 - 60 M,273,100K,102.8,2290.0,15.355,0.0,18.9761,46,63,8
10273,2018,RESTONICA TRAIL 2018 - Giru di Tumbonu,273,20K,16.4,660.0,2.3845,0.0,4.1592,1,88,10
10273,2019,RESTONICA TRAIL 2019 - Giru di Tumbone,254,20K,16.4,650.0,2.3252,0.0,3.9275,29,77,13
10273,2021,RESTONICA TRAIL 2021 - Giru di Tumbone,200,20K,17.3,660.0,2.1969,0.0,3.6133,5,59,6
10273,2022,Restonica Trail by UTMB 2022 - Giru di Tumbone,286,20K,17.3,660.0,2.2733,0.0,3.6236,3,86,13
10273,2023,Restonica Trail by UTMB 2023 - Giru di Tumbone,398,20K,16.5,655.0,2.2696,0.0,3.7444,8,114,12
10277,2018,Trail Carlac 2018 - Montlude SkyRace,81,50K,27.0,2430.0,5.6075,3.4089,8.5497,0,17,2
1028,2014,Trail della Margherita 2014 - TRAIL DELLA MARGHERITA 50KM,30,50K,50.7,2700.0,7.1817,5.1558,10.2942,0,4,2
1028,2015,Trail della Margherita 2015 - TRAIL DELLA MARGHERITA 50KM,28,50K,51.4,2300.0,7.21,5.6308,9.6111,0,2,3
10283,2018,Jurassic Coast 100 2018 - 100 miles,32,100M,167.6,4680.0,31.6537,25.0833,37.4667,0,2,5
10283,2019,Jurassic Coast 100 2019 - 100M,43,100M,170.2,4750.0,31.0857,21.4,36.7833,0,12,7
10283,2021,Jurassic Coast 100 2021 - 100M,50,100M,168.2,4740.0,25.9775,18.1506,33.6142,0,9,2
10283,2022,Jurassic Coast 100 2022 - 100M,20,100M,168.2,4740.0,32.4333,24.3864,36.8231,0,2,3
10283,2023,Jurassic Coast 100 2023 - 100M,13,100M,181.8,4740.0,33.0428,27.2622,36.4469,0,4,2
10285,2017,Walser Trail Challenge 2017 - Walser Ultra,50,100K,64.3,4150.0,11.6035,8.1039,13.8647,0,13,7
10285,2018,Walser Trail Challenge 2018 - Walser Ultra,94,100K,64.9,4360.0,12.6976,8.7972,15.1914,0,20,8
10285,2023,Walser Trail Challenge 2023 - Walser Ultra,124,50K,62.0,3716.0,12.1003,0.0,14.8611,31,18,12
10287,2017,İda Ultra 2017 - Köy koşusu,167,20K,15.2,600.0,2.0874,1.4394,3.0267,0,73,3
10293,2017,Hard Trail Montejunto ( inverno ) 2017 - Trail Longo 25 k,74,20K,25.3,1710.0,4.3894,2.6689,5.8192,0,5,2
10293,2018,Hard Trail Montejunto ( inverno ) 2018 - Trail Longo 25 k,58,20K,25.1,1840.0,4.4329,3.0464,5.7689,0,7,2
10295,2017,Hard Trail Montejunto ( inverno ) 2017 - HTMTJ- Trail Curto 16 km,55,20K,16.2,1050.0,2.5937,1.5439,4.0531,0,13,1
10295,2018,Hard Trail Montejunto ( inverno ) 2018 - Trail Curto 16 km,81,20K,16.3,1130.0,2.7425,1.8789,3.9422,0,14,1
10297,2017,TRAIL DELLA LUNA 2017,61,20K,30.0,2030.0,4.4026,3.0419,5.8539,0,8,2
10297,2018,TRAIL DELLA LUNA 2018,62,20K,30.0,2030.0,4.3763,2.9844,5.9622,0,8,3
10297,2019,TRAIL DELLA LUNA 2019,43,20K,30.0,2030.0,4.5121,2.8758,7.8936,0,7,1
10297,2020,TRAIL DELLA LUNA 2020,31,20K,30.0,2030.0,4.7148,3.3864,5.9578,0,4,2
10297,2021,Trail della Luna 2021,29,20K,28.9,1820.0,4.8964,3.2906,6.39,0,7,1
10297,2022,Trail della Luna 2022,37,20K,30.0,2030.0,4.6607,3.0808,6.2592,0,5,1
10297,2023,Trail della Luna 2023,18,20K,30.0,2030.0,4.7167,3.5503,6.8236,0,1,3
10299,2017,Dahner Kerwe-Trail 2017,124,-,10.1,245.0,0.9215,0.6331,1.4192,0,26,2
1030,2014,The North Face 100 Australia 2014 - 100 Km,765,100K,100.0,4100.0,17.2453,9.5197,27.5669,0,159,25
1030,2015,The North Face 100 Australia 2015 - 100 Km,842,100K,96.4,4680.0,16.8449,8.8369,27.7339,0,188,28
1030,2016,Ultra-Trail® Australia 2016 - 100 Km,949,100K,100.0,4400.0,17.5038,9.3372,28.6625,0,218,33
1030,2017,Ultra-Trail® Australia 2017 - 100 Km,1280,100K,100.0,4400.0,17.5189,0.0,28.0178,218,340,33
1030,2018,Ultra-Trail® Australia 2018 - 100 Km,1182,100K,100.0,4390.0,17.4394,0.0,27.5761,218,302,39
1030,2019,Ultra-Trail® Australia 2019 - 100 Km,1346,100K,100.0,4400.0,17.517,0.0,28.5256,245,340,34
1030,2021,Ultra-Trail® Australia 2021 - UTA100,1400,100K,100.0,4400.0,17.5173,0.0,28.4558,271,295,35
1030,2022,Ultra-Trail Australia™ by UTMB® 2022 - UTA100,1064,100K,97.0,2775.0,15.4559,0.0,24.4164,81,226,38
1030,2023,Ultra-Trail Australia™ by UTMB® 2023 - UTA100,983,100K,99.0,4400.0,17.8304,0.0,28.2511,148,189,38
10301,2017,Likya Trail Series 2 2017 - Mt. Musa Trail,62,20K,16.5,740.0,4.3142,2.2692,7.9761,0,29,2
10303,2017,Likya Trail Series 2 2017 - Gelidonya Trail,30,50K,37.8,1590.0,8.3464,6.2586,10.0475,0,7,2
10305,2017,Likya Trail Series 2 2017 - Olympos 70K,6,50K,68.0,1730.0,13.7448,9.8872,16.2092,0,1,1
10307,2017,Shanhaiguan Trail 2017 - 30K,43,20K,31.3,870.0,6.1277,3.4186,8.1528,0,13,1
10307,2018,Shanhaiguan Trail Race 2018 - 30K,45,20K,31.3,870.0,5.6456,3.6225,7.6917,0,16,2
10307,2019,Shanhaiguan Trail Race 2019 - 30K,15,20K,31.4,930.0,6.2915,3.5436,7.5594,0,6,1
10307,2020,Shanhaiguan Trail Race 2020 - 30K,131,20K,31.2,900.0,6.0215,3.0161,7.9831,0,39,1
10309,2017,Tihiorace 2017 - Tihio-Delfi,25,100K,74.7,3230.0,14.3981,9.3075,18.2444,0,0,1
1031,2014,Ultrabericus Trail 2014 - Trail Integrale,847,50K,65.4,2830.0,9.6013,5.9,12.9917,0,107,18
1031,2015,Ultrabericus Trail 2015 - Trail Integrale,900,50K,62.5,2220.0,9.549,5.7844,13.5725,0,109,10
1031,2016,Ultrabericus Trail 2016 - Trail Integrale,798,50K,64.9,2480.0,9.8526,5.7322,13.5819,0,118,12
1031,2017,Ultrabericus Trail 2017 - Trail Integrale,939,50K,66.8,2440.0,9.4692,5.5319,13.8333,0,134,9
1031,2018,Ultrabericus Trail 2018 - Trail Integrale,820,50K,66.7,2630.0,9.7742,5.6403,13.6053,0,112,13
1031,2019,Ultrabericus Trail 2019 - Trail Integrale,1020,50K,66.5,2430.0,9.4926,0.0,12.8006,115,143,18
1031,2021,Ultrabericus Trail 2021 - Trail Integrale,622,50K,64.5,2440.0,9.5133,0.0,13.1308,67,85,13
1031,2022,Ultrabericus Trail 2022 - Trail Integrale,500,50K,65.0,2500.0,9.5364,0.0,13.58,41,76,8
1031,2023,Ultrabericus Trail 2023 - Trail Integrale,674,50K,65.3,2322.0,9.4491,0.0,13.5692,69,95,11
10311,2017,La Travesía Urbina Trekking & Trail Running Race 2017 - Trekking and Trail Running,108,20K,31.0,1020.0,5.7757,3.1475,7.7342,0,27,4
10315,2017,Glendalough Clover 2017,26,100K,79.8,2740.0,9.9353,7.8833,12.4833,0,2,9
10315,2018,Glendalough Clover 2018,44,100K,79.8,2740.0,9.839,7.3333,11.75,0,6,4
10315,2019,Glendalough Clover 2019 - Glendalough Tucker Trail,44,100K,79.8,2730.0,9.9815,0.0,12.4042,8,5,8
10315,2021,Glendalough Tucker Trail 2021,22,100K,80.0,2730.0,9.74,0.0,10.9,7,1,5
10315,2022,Glendalough Tucker Trail 2022,43,100K,80.0,2730.0,10.3513,0.0,11.9036,6,9,4
10317,2017,Goverla race 2017 - Goverla,57,-,8.0,1192.0,1.8072,1.07,3.0786,0,10,3
10319,2017,Goverla race 2017 - Petros - Goverla,33,20K,16.1,1730.0,3.1193,2.0256,3.9722,0,4,1
1032,2014,OLD DOMINION 100 MILE 2014,34,100M,161.0,4270.0,22.4909,17.0839,27.7422,0,5,3
1032,2015,OLD DOMINION 100 MILE 2015,38,100M,161.0,4270.0,23.604,16.7639,27.8478,0,9,2
1032,2016,OLD DOMINION 100 MILE 2016,31,100M,161.0,4270.0,24.9486,16.8064,27.9881,0,7,1
1032,2017,OLD DOMINION 100 MILE 2017,30,100M,161.0,4270.0,23.6892,18.9819,27.8711,0,3,2
1032,2018,OLD DOMINION 100 MILE 2018,55,100M,161.0,4270.0,23.6127,17.0292,27.8019,0,10,6
1032,2019,OLD DOMINION 100 MILE 2019,60,100M,161.0,4270.0,23.5432,16.9389,27.8803,0,15,3
10325,2017,Gw Trail Of Changyucheng 2017,91,50K,42.9,1990.0,7.8217,5.6056,9.2603,0,17,3
10325,2018,GW TRAIL OF CHANGYUCHENG 2018 - 43km,41,50K,43.3,2190.0,6.0405,3.7925,7.8572,0,9,4
10327,2017,WINTER Trail Małopolska 2017 - WUTM 10,117,-,10.1,740.0,1.7643,0.9803,3.1956,0,54,2
10329,2017,WINTER Trail Małopolska 2017 - WUTM 30,228,20K,33.2,1650.0,5.3731,0.0,8.9533,3,58,2
10329,2018,WINTER Trail Małopolska 2018 - WTM 35,175,50K,36.4,1960.0,6.2187,3.8453,9.4164,0,66,2
10329,2019,WINTER TRAIL MAŁOPOLSKA 2019 - WTM 35,145,50K,36.2,1970.0,6.2383,4.0606,8.6944,0,43,7
10329,2021,WINTER TRAIL MAŁOPOLSKA 2021 - WTM 35,112,50K,36.4,1960.0,6.2534,3.5892,8.8439,0,43,4
10329,2022,WINTER TRAIL MAŁOPOLSKA 2022 - WTM 35,91,50K,36.4,1960.0,7.0592,0.0,10.2025,8,33,4
1033,2014,Moab's Red Hot 2014 - 55K,293,50K,54.7,1550.0,6.4323,3.9531,10.1,0,99,5
1033,2015,Moab's Red Hot 2015 - 55K,296,50K,54.7,1550.0,6.6748,3.8161,10.1908,0,103,6
1033,2016,Moab's Red Hot 2016 - 55K,289,50K,54.7,1550.0,6.5895,3.8222,10.1678,0,89,3
1033,2017,Moab's Red Hot 2017 - 55K,198,50K,54.7,1550.0,6.8524,3.6561,9.8747,0,79,5
1033,2018,Moab's Red Hot 2018 - 55K,211,50K,54.7,1550.0,6.7346,3.6183,10.4256,0,61,4
1033,2019,Moab's Red Hot 2019 - 55K,143,50K,54.7,1550.0,6.8748,3.8767,9.9303,0,44,4
1033,2020,Moab's Red Hot 2020 - 55K,183,50K,54.7,1550.0,6.7703,3.7881,9.6306,0,64,3
1033,2021,Moab's Red Hot 2021 - 55K,125,50K,54.7,1550.0,6.5806,3.6672,8.7106,0,38,1
1033,2022,Moab's Red Hot 2022 - 55K,10,50K,54.7,1550.0,4.4679,4.1675,4.7631,0,3,1
10331,2018,Maverick Inov-8 X Snowdonia 2018 - Maverick Inov-8 X Snowdonia Marathon,154,50K,43.6,2100.0,7.0757,4.7053,9.0983,0,42,12
10331,2019,Maverick Inov-8 X Snowdonia 2019 - Maverick Inov-8 X Snowdonia Marathon,132,50K,43.5,2130.0,7.3556,5.4772,10.0411,0,27,13
10337,2016,Trail Del Cinghiale 2016 - 30 Km,109,50K,31.7,2350.0,5.5982,3.3142,8.0,0,24,3
10337,2017,TRAIL DEL CINGHIALE 2017 - 30km,231,20K,30.9,1610.0,4.4292,2.6817,9.1097,0,57,7
10337,2018,TRAIL DEL CINGHIALE 2018 - 30km,248,50K,34.1,1610.0,5.1181,2.9203,7.8014,0,54,10
10337,2019,TRAIL DEL CINGHIALE 2019 - 30km,369,20K,29.2,1490.0,4.7517,0.0,7.7453,38,70,11
10337,2021,Trail del Cinghiale 2021 - Trail del Cinghiale 30,406,20K,29.3,1590.0,4.7487,0.0,28.5661,77,75,10
10337,2022,Trail del Cinghiale 2022 - Trail del Cinghiale 30,391,50K,33.5,1910.0,5.309,0.0,8.2492,55,69,13
10339,2017,Cross MT huangshan 100 challenge 2017 - MHS Ultri－trail,65,50K,52.1,2810.0,9.0184,5.6011,10.8381,0,10,2
10341,2017,San Lorenzo Trail Marathon 2017 - Aguajes 8k,80,-,8.0,500.0,2.2999,1.0503,5.6453,0,33,2
10343,2018,Patagonia Run 2018 - 100 Millas,152,100M,163.0,6600.0,31.0467,0.0,35.8011,63,23,13
10343,2019,Patagonia Run 2019 - 100 Millas,216,100M,158.0,7190.0,32.0118,0.0,37.3586,98,40,12
10343,2021,Patagonia Run 2021 - 100 Miles,238,100M,163.7,8140.0,32.509,0.0,37.5381,88,35,3
10343,2022,Patagonia Run 2022 - 100 Miles,343,100M,163.7,8140.0,31.4373,0.0,36.94,144,54,14
1035,2014,Grand Trail Des Lacs Et Chateaux 2014 - Les Fous Furieux,63,100K,98.1,2430.0,13.5123,9.9064,15.7725,0,3,8
1035,2015,Grand Trail Des Lacs Et Chateaux 2015 - Les Fous Furieux,84,100K,102.5,2762.0,14.4826,9.7136,17.9811,0,6,7
1035,2016,Grand Trail Des Lacs Et Chateaux 2016 - Les Fous Furieux,95,100K,103.5,2808.0,14.804,9.7156,17.9586,0,9,5
1035,2017,Grand Trail Des Lacs Et Chateaux 2017 - Les Fous Furieux,80,100K,104.1,2323.0,15.8478,10.5006,19.1839,0,6,9
1035,2018,Grand Trail Des Lacs Et Chateaux 2018 - Les Fous Furieux,194,100K,106.8,3630.0,15.5769,0.0,18.3525,119,21,15
10351,2017,Wilgertswiesen Trail (Wasgau Cup) 2017 - Deichenwand-Trail,94,-,11.3,450.0,1.2203,0.8103,1.9956,0,23,1
10353,2018,Gruyère trail charmey 2018 - GTC_52,94,50K,40.7,2790.0,6.5458,0.0,8.7789,2,17,6
10353,2019,Gruyère trail charmey 2019 - GTC_54 solo,134,50K,53.6,3800.0,10.2451,0.0,14.09,30,20,10
10353,2021,Gruyère Trail Charmey (GTC) 2021 - GTC_54,82,50K,53.5,3810.0,7.9377,0.0,10.9869,3,15,9
10353,2022,Gruyère Trail Charmey (GTC) 2022 - GTC_54,83,50K,54.0,3800.0,9.8434,0.0,12.4247,19,15,7
10353,2023,Gruyère Trail Charmey (GTC) 2023 - Gruyère Trail Charmey - 54 km,121,50K,54.2,3820.0,9.607,0.0,12.4203,8,18,9
10357,2018,KUWADORI KENSHINKO TRAIL 2018,63,20K,23.8,1470.0,5.0473,3.0892,6.7144,0,12,1
10359,2017,Hohenberg Trail 2017 - Hohenberg Trail 21k,38,20K,21.1,840.0,2.3227,1.8108,2.8047,0,7,2
10359,2019,Hohenberg-Trail 2019,48,20K,21.1,840.0,2.3531,1.5394,3.0925,0,13,1
10361,2017,Hohenberg Trail 2017 - Hohenberg Trail 10k,80,-,10.5,420.0,1.1404,0.7569,2.3703,0,10,1
10367,2017,Yuhuang Ultra Endurance Race 2017 - 50K,66,50K,56.4,2760.0,11.0438,6.9911,13.9097,0,12,4
10367,2018,Yuhuang Ultra Endurance Race 2018 - 50K,72,50K,59.1,2300.0,11.5161,6.9311,15.4383,0,24,4
10367,2019,Yuhuang Ultra Endurance Race 2019 - 50K,132,50K,50.7,2950.0,10.3068,6.2206,13.7642,0,47,7
10371,2017,KTR Ilhabela 2017 - 80k,38,100K,76.5,3710.0,12.1302,8.8744,14.7789,0,7,2
10371,2018,KTR ILHABELA 42K 2018 - 80k Ultra Ilhabela,21,100K,78.6,3390.0,11.359,9.1619,12.8608,0,1,2
10371,2019,KTR Ilhabela 2019 - 80k Ultra Ilhabela,19,100K,78.3,3620.0,13.6747,11.2922,15.3183,0,1,2
